ERROR: 2021-12-14 20:15:33,628 file not found in directory (parse_csv_data)
DEBUG: 2021-12-16 19:06:53,292 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 19:06:53,560 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO: 2021-12-16 19:06:53,565 Returning the covid infection rates as a dictionary
INFO: 2021-12-16 19:06:53,567 127.0.0.1 - - [16/Dec/2021 19:06:53] "GET /index HTTP/1.1" 200 -
INFO: 2021-12-16 19:06:53,596 127.0.0.1 - - [16/Dec/2021 19:06:53] "[36mGET /static/images/covid-image.png HTTP/1.1[0m" 304 -
DEBUG: 2021-12-16 19:08:39,327 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 19:08:39,454 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-16 19:08:39,461 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 19:08:39,632 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO: 2021-12-16 19:08:39,640 Returning the covid infection rates as a dictionary
DEBUG: 2021-12-16 19:08:39,646 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 19:08:39,728 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-16 19:08:39,738 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 19:08:39,906 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO: 2021-12-16 19:08:39,910 Returning the covid infection rates as a dictionary
DEBUG: 2021-12-16 19:08:39,929 Starting new HTTPS connection (1): newsapi.org:443
DEBUG: 2021-12-16 19:08:40,395 https://newsapi.org:443 "GET /v2/everything?apiKey=7ae699a798ac44d9b7f3665d19fe621a&q=Covid%20COVID-19%20coronavirus HTTP/1.1" 200 None
INFO: 2021-12-16 19:08:40,404 The news articles were extracted from the API
INFO: 2021-12-16 19:08:40,418  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
DEBUG: 2021-12-16 19:08:43,026 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 19:08:43,103 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-16 19:08:43,112 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 19:08:43,186 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO: 2021-12-16 19:08:43,188 Returning the covid infection rates as a dictionary
DEBUG: 2021-12-16 19:08:43,194 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 19:08:43,293 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-16 19:08:43,307 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 19:08:43,380 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO: 2021-12-16 19:08:43,382 Returning the covid infection rates as a dictionary
INFO: 2021-12-16 19:08:43,403 127.0.0.1 - - [16/Dec/2021 19:08:43] "GET /index HTTP/1.1" 200 -
INFO: 2021-12-16 19:08:43,679 127.0.0.1 - - [16/Dec/2021 19:08:43] "[36mGET /static/images/covid-image.png HTTP/1.1[0m" 304 -
INFO: 2021-12-16 19:08:51,173 The time in seconds until HH:MM has been calculated
INFO: 2021-12-16 19:08:51,174 The covid update has been scheduled
INFO: 2021-12-16 19:08:51,174 The news update has been scheduled
DEBUG: 2021-12-16 19:08:51,185 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 19:08:51,258 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-16 19:08:51,266 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 19:08:51,337 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO: 2021-12-16 19:08:51,339 Returning the covid infection rates as a dictionary
DEBUG: 2021-12-16 19:08:51,344 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 19:08:51,415 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-16 19:08:51,422 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 19:08:51,493 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO: 2021-12-16 19:08:51,495 Returning the covid infection rates as a dictionary
INFO: 2021-12-16 19:08:51,498 127.0.0.1 - - [16/Dec/2021 19:08:51] "GET /index?update=19%3A09&two=ayy&repeat=repeat&covid-data=covid-data&news=news HTTP/1.1" 200 -
INFO: 2021-12-16 19:08:51,526 127.0.0.1 - - [16/Dec/2021 19:08:51] "[36mGET /static/images/covid-image.png HTTP/1.1[0m" 304 -
DEBUG: 2021-12-16 19:11:07,822 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 19:11:07,948 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-16 19:11:07,956 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 19:11:08,184 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO: 2021-12-16 19:11:08,193 Returning the covid infection rates as a dictionary
DEBUG: 2021-12-16 19:11:08,199 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 19:11:08,281 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-16 19:11:08,288 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 19:11:08,452 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO: 2021-12-16 19:11:08,454 Returning the covid infection rates as a dictionary
DEBUG: 2021-12-16 19:11:08,487 Starting new HTTPS connection (1): newsapi.org:443
DEBUG: 2021-12-16 19:11:08,955 https://newsapi.org:443 "GET /v2/everything?apiKey=7ae699a798ac44d9b7f3665d19fe621a&q=Covid%20COVID-19%20coronavirus HTTP/1.1" 200 None
INFO: 2021-12-16 19:11:08,957 The news articles were extracted from the API
INFO: 2021-12-16 19:11:08,966  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
DEBUG: 2021-12-16 19:11:14,140 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 19:11:14,210 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-16 19:11:14,217 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 19:11:14,290 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO: 2021-12-16 19:11:14,292 Returning the covid infection rates as a dictionary
DEBUG: 2021-12-16 19:11:14,299 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 19:11:14,373 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-16 19:11:14,381 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 19:11:14,458 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO: 2021-12-16 19:11:14,460 Returning the covid infection rates as a dictionary
INFO: 2021-12-16 19:11:14,481 127.0.0.1 - - [16/Dec/2021 19:11:14] "GET /index HTTP/1.1" 200 -
INFO: 2021-12-16 19:11:14,763 127.0.0.1 - - [16/Dec/2021 19:11:14] "[36mGET /static/images/covid-image.png HTTP/1.1[0m" 304 -
INFO: 2021-12-16 19:11:20,670 The time in seconds until HH:MM has been calculated
INFO: 2021-12-16 19:11:20,670 The covid update has been scheduled
INFO: 2021-12-16 19:11:20,671 The news update has been scheduled
DEBUG: 2021-12-16 19:11:20,682 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 19:11:20,762 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-16 19:11:20,769 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 19:11:20,842 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO: 2021-12-16 19:11:20,844 Returning the covid infection rates as a dictionary
DEBUG: 2021-12-16 19:11:20,850 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 19:11:20,925 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-16 19:11:20,933 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 19:11:21,011 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO: 2021-12-16 19:11:21,013 Returning the covid infection rates as a dictionary
INFO: 2021-12-16 19:11:21,015 127.0.0.1 - - [16/Dec/2021 19:11:21] "GET /index?update=19%3A12&two=ayy&repeat=repeat&covid-data=covid-data&news=news HTTP/1.1" 200 -
INFO: 2021-12-16 19:11:21,047 127.0.0.1 - - [16/Dec/2021 19:11:21] "[36mGET /static/images/covid-image.png HTTP/1.1[0m" 304 -
INFO: 2021-12-16 19:12:21,082 The covid cases have been updated
INFO: 2021-12-16 19:12:21,082 The covid update has been scheduled
INFO: 2021-12-16 19:12:21,082 The news update has been scheduled
DEBUG: 2021-12-16 19:12:21,088 Starting new HTTPS connection (1): newsapi.org:443
DEBUG: 2021-12-16 19:12:21,852 https://newsapi.org:443 "GET /v2/everything?apiKey=7ae699a798ac44d9b7f3665d19fe621a&q=Covid%20COVID-19%20coronavirus HTTP/1.1" 200 None
INFO: 2021-12-16 19:12:21,860 The news articles were extracted from the API
INFO: 2021-12-16 19:12:21,861 The news has been updated
DEBUG: 2021-12-16 19:12:21,872 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 19:12:21,981 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-16 19:12:21,989 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 19:12:22,061 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO: 2021-12-16 19:12:22,063 Returning the covid infection rates as a dictionary
DEBUG: 2021-12-16 19:12:22,068 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 19:12:22,143 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-16 19:12:22,150 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 19:12:22,221 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO: 2021-12-16 19:12:22,223 Returning the covid infection rates as a dictionary
INFO: 2021-12-16 19:12:22,225 127.0.0.1 - - [16/Dec/2021 19:12:22] "GET /index HTTP/1.1" 200 -
INFO: 2021-12-16 19:12:22,268 127.0.0.1 - - [16/Dec/2021 19:12:22] "[36mGET /static/images/covid-image.png HTTP/1.1[0m" 304 -
DEBUG: 2021-12-16 19:13:17,844 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
